Token,Nodes,Smart_Contract_Flags,Dates
64724,"(723212, 2868718, 2935277)","(1, 0, 0)","2022-08-02, 2022-08-17, 2023-02-24"
69334,"(1483849, 6028213, 6055160)","(0, 0, 1)","2023-11-09, 2023-11-11"
80157,"(723212, 808548, 1591103)","(1, 0, 0)","2022-08-02, 2022-08-05, 2022-08-14"
80930,"(3806429, 3955802, 3955803)","(0, 1, 0)","2022-08-02, 2022-08-03"
81081,"(723212, 2347791, 3953390)","(1, 0, 0)","2022-08-02, 2022-08-03"
81317,"(856320, 1900117, 2632108)","(1, 0, 0)","2022-08-17, 2022-09-10"
81747,"(723212, 2347791, 3968926)","(1, 0, 0)","2022-08-02, 2022-08-03"
81865,"(723212, 3973440, 3979511)","(1, 0, 0)","2022-08-02, 2022-08-19"
82065,"(2624586, 3445576, 4029354)","(0, 0, 0)","2023-03-01, 2023-11-23, 2024-02-04"
82089,"(723212, 2054382, 3982324)","(1, 0, 0)","2022-08-02, 2022-08-04"
59650,"(1744143, 3633365, 3642278)","(0, 0, 1)","2023-06-26, 2023-07-11"
70396,"(1379578, 2836282, 3654268)","(0, 0, 0)","2023-09-06, 2023-09-09"
70396,"(1379578, 2709888, 2836282)","(0, 0, 0)","2023-09-27, 2023-10-04, 2023-10-12, 2023-10-13"
81111,"(3954210, 3999244, 3999499)","(0, 1, 0)","2022-08-03, 2022-08-04, 2022-12-13"
81268,"(1043867, 1349843, 3936479)","(0, 0, 0)","2022-08-03, 2022-08-12"
81548,"(728885, 1798436, 4621360)","(0, 0, 0)","2022-10-28, 2022-11-10"
81548,"(468416, 2468839, 5262090)","(0, 0, 0)","2023-01-31, 2023-05-16, 2023-08-04"
82595,"(723212, 1056843, 1330945)","(1, 0, 0)","2022-08-03, 2022-08-17"
82883,"(4014424, 4014425, 4014426)","(1, 1, 0)","2022-08-03, 2022-08-15"
42020,"(723212, 809820, 3414010)","(1, 0, 0)","2022-08-12, 2022-10-17"
69272,"(3771110, 3995830, 4113706)","(0, 0, 1)","2022-11-08, 2022-11-11"
69272,"(3771110, 5639344, 5639345)","(0, 1, 0)","2023-02-13, 2023-03-06"
72472,"(752234, 3151947, 3164497)","(0, 0, 0)","2022-08-04, 2022-08-05"
79155,"(3719252, 3916957, 3934742)","(0, 0, 0)","2022-08-16, 2022-08-17"
82216,"(723212, 2805563, 3997319)","(1, 0, 0)","2022-08-18, 2022-08-20"
82886,"(977213, 2541141, 3423139)","(0, 0, 0)","2022-08-04, 2022-11-22"
26084,"(3655198, 6126282, 6126283)","(0, 0, 0)","2023-03-18, 2023-04-02"
54113,"(1518168, 1734748, 4042124)","(0, 0, 0)","2022-08-05, 2022-08-06"
77970,"(1743469, 2726569, 4208337)","(0, 0, 1)","2022-08-17, 2022-08-18"
77970,"(1743469, 2726568, 4233955)","(0, 0, 1)","2022-08-19, 2022-08-20"
80247,"(1504655, 5248878, 6153543)","(0, 0, 0)","2023-08-22, 2023-08-23"
83582,"(3934491, 3955802, 3955803)","(0, 1, 0)","2022-08-05, 2022-08-11, 2022-08-12"
83716,"(723212, 1901569, 2040146)","(1, 0, 0)","2022-08-08, 2022-08-12"
66358,"(4236109, 5170426, 5366713)","(1, 0, 1)","2023-04-05, 2023-04-14"
81484,"(856320, 1900117, 2632108)","(1, 0, 0)","2022-09-09, 2022-09-10"
81495,"(856320, 1601246, 3491881)","(1, 0, 0)","2022-08-06, 2022-08-09"
81495,"(856320, 1131463, 1900117)","(1, 0, 0)","2022-09-11, 2022-09-13"
23854,"(1704756, 2162919, 2486295)","(0, 1, 0)","2023-08-01, 2023-09-14"
30290,"(1211318, 2579341, 2688230)","(0, 0, 1)","2022-09-13, 2022-10-18"
30290,"(1140436, 2579341, 2688230)","(0, 0, 1)","2022-10-20, 2022-12-17"
30290,"(1460885, 2579341, 2688230)","(0, 0, 1)","2022-10-31, 2023-01-13"
32210,"(723212, 2173288, 2789102)","(1, 0, 0)","2022-08-07, 2022-10-22"
33554,"(4858148, 5650669, 7327518)","(0, 0, 0)","2023-11-02, 2023-11-05"
42822,"(723212, 808548, 1139147)","(1, 0, 0)","2022-08-07, 2022-09-11"
42822,"(723212, 1139147, 4645225)","(1, 0, 0)","2022-11-30, 2023-01-17, 2023-02-08, 2023-02-27, 2023-03-27, 2023-11-16"
53730,"(1522400, 2881248, 3948445)","(0, 0, 1)","2022-10-22, 2022-12-08, 2023-02-11"
53730,"(2428129, 3577785, 3948445)","(0, 0, 1)","2022-12-06, 2023-02-21"
69121,"(2484678, 2969352, 6055160)","(0, 0, 1)","2023-06-09, 2023-08-11"
75089,"(1594375, 2081572, 3778246)","(0, 0, 0)","2022-12-20, 2023-08-24"
75089,"(1545966, 3778246, 5370680)","(0, 0, 0)","2023-02-27, 2023-04-18"
79568,"(3299827, 3408197, 4810907)","(0, 0, 1)","2022-11-11, 2022-11-21"
79568,"(3961882, 5062830, 5062883)","(0, 1, 1)","2022-12-17, 2023-05-30"
79568,"(3038404, 5062830, 5062883)","(0, 1, 1)","2022-12-21, 2023-02-05"
83353,"(723212, 808548, 1957865)","(1, 0, 0)","2022-08-07, 2022-08-11"
83353,"(723212, 1957865, 4645225)","(1, 0, 0)","2022-11-20, 2022-12-13"
9636,"(478154, 1022481, 1863035)","(0, 0, 0)","2023-09-06, 2023-09-08"
79642,"(558142, 2805602, 7215414)","(0, 1, 0)","2023-09-24, 2023-09-25, 2023-09-27"
81340,"(723212, 990352, 1295419)","(1, 0, 0)","2022-10-23, 2022-10-24"
81440,"(723212, 879980, 3026177)","(1, 0, 0)","2022-08-10, 2023-02-02"
81440,"(723212, 924374, 3026177)","(1, 0, 0)","2022-08-17, 2022-08-20"
82850,"(3153565, 3243014, 4012820)","(0, 0, 0)","2022-08-08, 2022-08-10"
83201,"(723212, 1888055, 4926936)","(1, 0, 0)","2022-12-07, 2023-01-08, 2023-02-22, 2023-04-09"
85100,"(3871114, 4409058, 4409059)","(0, 0, 0)","2023-02-28, 2023-08-31"
52531,"(3408292, 4611322, 6421706)","(0, 0, 0)","2023-07-05, 2023-10-16"
74549,"(3572161, 4016715, 4016716)","(0, 1, 1)","2023-01-15, 2023-01-22, 2023-03-01"
74549,"(2623793, 4016715, 4016716)","(0, 1, 1)","2023-03-17, 2023-03-27, 2023-03-28"
74549,"(1939544, 4016715, 4016716)","(0, 1, 1)","2023-03-23, 2023-03-26"
74549,"(4016715, 4016716, 5389111)","(1, 1, 0)","2023-05-17, 2023-05-27"
74549,"(828404, 4016715, 4016716)","(0, 1, 1)","2023-06-06, 2023-06-30, 2023-07-03"
74549,"(1653442, 4016715, 4016716)","(0, 1, 1)","2023-07-17, 2023-07-28, 2023-08-06, 2023-08-27"
74549,"(4016715, 4016716, 6658847)","(1, 1, 0)","2023-07-21, 2023-07-30"
74549,"(1080621, 4016715, 4016716)","(0, 1, 1)","2023-08-08, 2023-08-11"
74549,"(4016716, 7150056, 7153961)","(1, 1, 1)","2023-09-07, 2023-09-10, 2023-09-14, 2023-09-17, 2023-09-18, 2023-09-23, 2023-09-29, 2023-09-30, 2023-10-03, 2023-10-13, 2023-10-18, 2023-10-20, 2023-10-30, 2023-11-10, 2024-03-03"
81146,"(2840751, 6435335, 6555326)","(0, 0, 0)","2023-06-04, 2023-06-11, 2023-07-08"
83700,"(4038741, 4102417, 4104257)","(1, 0, 0)","2022-08-09, 2022-08-16"
83816,"(2835555, 5179584, 6055160)","(0, 0, 1)","2023-03-10, 2023-03-27, 2023-04-20, 2023-10-24, 2023-10-31"
83816,"(2954473, 5179584, 6055160)","(0, 0, 1)","2023-03-18, 2023-06-24"
83816,"(4613556, 5179584, 6055160)","(0, 0, 1)","2023-07-09, 2023-08-21, 2023-08-31"
83816,"(4400704, 5179584, 6055160)","(0, 0, 1)","2023-07-14, 2023-07-20"
27845,"(4114101, 6420337, 6436017)","(1, 0, 0)","2023-04-25, 2023-04-30"
69630,"(678803, 3645574, 6810709)","(0, 1, 1)","2023-09-12, 2023-10-22"
69630,"(3645574, 6810709, 7083766)","(1, 1, 0)","2023-12-24, 2023-12-29, 2024-01-04, 2024-01-06, 2024-01-26"
69630,"(3343317, 3645574, 6810709)","(0, 1, 1)","2024-01-13, 2024-01-19, 2024-01-20"
80324,"(3653339, 3805835, 3805836)","(0, 0, 1)","2022-09-10, 2022-09-12"
80324,"(3805835, 3805836, 4363771)","(0, 1, 0)","2022-09-14, 2022-09-16"
81023,"(3639623, 5377981, 5410055)","(0, 0, 0)","2023-01-09, 2023-01-28"
81023,"(4727214, 6562851, 6563019)","(0, 0, 0)","2023-05-19, 2023-07-13"
81023,"(3962646, 5323495, 5323545)","(1, 0, 0)","2023-06-09, 2023-06-21"
86205,"(723212, 2231292, 3142855)","(1, 0, 0)","2022-08-10, 2022-08-17"
23751,"(163233, 4270214, 5220573)","(0, 0, 0)","2023-11-07, 2023-11-29"
59361,"(1126754, 1646904, 3548037)","(0, 0, 1)","2023-06-09, 2024-02-03"
83452,"(723212, 1134829, 4015103)","(1, 0, 0)","2022-08-11, 2022-08-13"
86688,"(4128034, 4128076, 4129027)","(0, 1, 0)","2022-08-11, 2022-08-12"
69112,"(3657479, 3855862, 4630703)","(1, 1, 1)","2023-07-11, 2023-08-23"
76129,"(3828147, 4102210, 6842933)","(0, 0, 1)","2024-01-12, 2024-01-16"
82063,"(1186205, 4054328, 5721162)","(0, 0, 0)","2023-02-24, 2023-02-25"
86645,"(723212, 3097010, 4126946)","(1, 0, 0)","2022-08-12, 2022-08-13"
86763,"(723212, 777739, 836100)","(1, 0, 0)","2022-12-03, 2023-05-12, 2023-07-26"
19549,"(1077497, 2878936, 3525344)","(0, 0, 1)","2022-09-26, 2023-05-19"
77080,"(2582978, 3161212, 6055160)","(0, 0, 1)","2023-03-12, 2023-03-14"
49031,"(3133212, 3137373, 3579224)","(0, 0, 1)","2022-08-15, 2022-09-23, 2022-11-08, 2022-11-18, 2022-12-12, 2022-12-13"
57714,"(163233, 3968184, 3968433)","(0, 0, 0)","2023-02-03, 2023-02-05"
69501,"(3095217, 3660975, 3990745)","(0, 1, 0)","2022-12-24, 2023-01-09, 2023-02-19"
69501,"(1082044, 2579341, 3660975)","(0, 0, 1)","2023-01-06, 2023-01-10"
86541,"(2574914, 2891634, 3551032)","(0, 0, 0)","2022-08-15, 2022-08-18, 2022-08-20"
87499,"(723212, 3153565, 3666031)","(1, 0, 0)","2022-08-15, 2022-12-09"
30260,"(723212, 5070400, 5291562)","(1, 0, 0)","2023-07-07, 2023-09-27, 2024-01-01"
87114,"(723212, 1072972, 4236677)","(1, 0, 0)","2022-08-19, 2022-08-20"
88794,"(723212, 2347791, 4187809)","(1, 0, 0)","2022-08-16, 2022-08-19"
89220,"(3935828, 4198300, 6582557)","(0, 1, 0)","2023-09-24, 2023-10-01"
38243,"(4849318, 5585613, 5585638)","(0, 0, 0)","2023-02-05, 2023-02-11, 2023-05-25"
79932,"(993636, 1817163, 5247565)","(0, 0, 0)","2023-05-20, 2023-05-31"
82802,"(4025143, 4338005, 4338119)","(0, 0, 0)","2022-09-23, 2022-09-24, 2022-09-25"
84976,"(723212, 3153565, 4076369)","(1, 0, 0)","2022-09-19, 2022-11-21"
88924,"(3155113, 4043765, 4043881)","(0, 0, 0)","2022-08-17, 2022-08-19"
88349,"(723212, 3166524, 3416425)","(1, 0, 0)","2022-08-18, 2022-08-20"
38463,"(2203824, 6611440, 6816107)","(0, 0, 0)","2023-09-26, 2023-09-28"
80894,"(723212, 814105, 960269)","(1, 0, 0)","2024-02-10, 2024-03-01"
90447,"(4233458, 4233512, 4233561)","(0, 1, 1)","2022-08-19, 2022-08-21"
25906,"(2360052, 4251766, 4251917)","(0, 0, 1)","2022-08-20, 2022-09-15"
78567,"(962296, 1264044, 2907908)","(0, 0, 0)","2022-08-20, 2023-11-25"
89920,"(723212, 1676329, 4217370)","(1, 0, 0)","2022-08-20, 2022-08-21"
35308,"(3039895, 3249599, 3932915)","(1, 0, 0)","2023-05-13, 2023-08-05, 2023-12-04, 2024-02-22"
59679,"(1324791, 4706293, 6408715)","(0, 1, 1)","2023-06-08, 2023-06-09"
74604,"(3289919, 3712037, 4673308)","(0, 0, 0)","2023-10-06, 2023-10-08"
80003,"(2833864, 3417190, 3956274)","(0, 0, 1)","2023-02-01, 2023-05-15"
83588,"(2250763, 4036283, 4040876)","(0, 1, 1)","2022-11-05, 2022-11-07, 2022-11-18, 2022-11-20, 2023-03-28, 2023-04-27, 2023-06-22"
83588,"(4036283, 4040876, 4940108)","(1, 1, 0)","2022-11-27, 2023-02-03, 2023-02-18"
83588,"(4036283, 4040875, 4040876)","(1, 0, 1)","2022-12-09, 2022-12-31, 2023-02-20, 2023-04-22, 2023-06-28, 2023-07-09, 2023-07-21, 2023-08-12, 2023-10-10, 2023-11-29, 2024-02-15, 2024-02-20"
83588,"(2000399, 4036283, 4040876)","(0, 1, 1)","2022-12-19, 2022-12-21, 2022-12-24"
83588,"(4036283, 4040876, 4920526)","(1, 1, 1)","2023-01-04, 2023-01-17, 2023-03-21, 2023-04-19, 2023-04-26, 2023-06-30, 2023-07-11, 2023-07-15, 2023-08-08, 2023-09-20, 2023-10-08, 2024-02-05, 2024-02-10, 2024-02-14, 2024-02-26, 2024-03-17"
83588,"(676014, 4036283, 4040876)","(0, 1, 1)","2023-01-31, 2023-02-11, 2023-03-13, 2023-03-25, 2023-05-11, 2023-06-21"
83588,"(3253966, 4036283, 4040876)","(0, 1, 1)","2023-02-14, 2023-02-21"
83588,"(3367588, 4036283, 4040876)","(0, 1, 1)","2023-02-24, 2023-03-29, 2023-05-29"
83588,"(2377809, 4036283, 4040876)","(0, 1, 1)","2023-08-02, 2023-10-18, 2023-10-19, 2023-10-25, 2023-11-18, 2024-01-27"
84407,"(3156550, 3345015, 4551780)","(0, 0, 1)","2022-09-22, 2022-09-26"
34523,"(723212, 808548, 1155016)","(1, 0, 0)","2022-09-09, 2022-09-19"
69482,"(3162350, 4370507, 6055160)","(0, 0, 1)","2023-06-12, 2023-07-02"
74448,"(2044629, 3650945, 4185621)","(0, 0, 0)","2023-06-19, 2023-06-23"
75201,"(723212, 2399475, 3781649)","(1, 0, 0)","2022-09-09, 2022-09-18"
91858,"(723212, 3283300, 3997401)","(1, 0, 0)","2022-09-18, 2022-09-24, 2022-10-16, 2022-10-22, 2022-10-25, 2022-12-03"
91858,"(723212, 3527743, 3997401)","(1, 0, 0)","2022-09-26, 2022-10-30, 2022-11-05"
92212,"(6219077, 7675531, 7776354)","(0, 0, 0)","2024-02-12, 2024-02-13"
92719,"(723212, 1102266, 4921368)","(1, 0, 0)","2022-12-22, 2023-01-30"
92719,"(723212, 2868718, 2935277)","(1, 0, 0)","2023-03-05, 2023-05-26"
31916,"(723212, 808548, 2220560)","(1, 0, 0)","2022-09-10, 2022-09-17"
59079,"(1488991, 1842454, 3683302)","(0, 0, 0)","2022-09-10, 2022-09-24"
82610,"(723212, 2645231, 4663581)","(1, 0, 0)","2022-10-22, 2022-10-25"
82610,"(723212, 3407813, 4609372)","(1, 0, 0)","2023-04-06, 2023-08-17"
83942,"(3600848, 4016715, 4016716)","(0, 1, 1)","2023-06-24, 2023-07-25"
83942,"(4016716, 7150056, 7153961)","(1, 1, 1)","2023-09-14, 2023-09-15"
92056,"(723212, 4273518, 4287340)","(1, 0, 0)","2022-09-10, 2022-09-11"
92619,"(163233, 2120042, 4284301)","(0, 0, 1)","2022-10-23, 2022-10-24"
30469,"(2188456, 4611322, 6739972)","(0, 0, 0)","2023-07-02, 2023-07-13"
30469,"(1126575, 1911738, 6739972)","(0, 0, 0)","2023-09-14, 2023-09-18"
56750,"(723212, 808548, 2138789)","(1, 0, 0)","2022-09-12, 2023-11-21, 2024-01-18"
56750,"(723212, 2138789, 5531738)","(1, 0, 0)","2023-11-15, 2023-11-28, 2023-11-30, 2023-12-04, 2023-12-11, 2023-12-16"
71447,"(2418737, 4685990, 6767174)","(0, 1, 0)","2023-09-12, 2023-09-20"
72259,"(1163461, 4608159, 6105989)","(0, 1, 0)","2023-03-21, 2023-03-23"
87933,"(163233, 756857, 3275851)","(0, 0, 0)","2023-06-07, 2023-09-07"
89057,"(723212, 808548, 1396609)","(1, 0, 0)","2022-09-12, 2023-02-12"
92495,"(723212, 1779020, 2447936)","(1, 0, 0)","2022-09-13, 2022-09-26"
92495,"(723212, 727271, 1779020)","(1, 0, 0)","2022-09-15, 2022-09-22"
92802,"(723212, 794225, 1152973)","(1, 0, 0)","2022-09-12, 2022-09-22"
91767,"(4268120, 4268121, 4758850)","(1, 1, 0)","2022-12-07, 2023-06-26"
92377,"(1082982, 3863931, 6833250)","(0, 0, 0)","2023-10-14, 2023-10-28"
94074,"(723212, 3662379, 3790015)","(1, 0, 0)","2023-01-13, 2023-01-14"
95014,"(4350136, 4350903, 4351068)","(0, 1, 1)","2022-09-13, 2022-09-18"
95127,"(856283, 4058775, 4352438)","(0, 0, 1)","2022-12-01, 2022-12-18"
35329,"(723212, 813329, 1833187)","(1, 0, 0)","2022-09-23, 2022-09-26"
79945,"(3073375, 5017658, 5036195)","(0, 1, 0)","2022-11-27, 2022-11-28"
79945,"(163233, 2123042, 3073375)","(0, 0, 0)","2022-12-26, 2022-12-27"
82694,"(85535, 189008, 729051)","(0, 0, 0)","2022-11-20, 2022-12-04"
82694,"(85535, 208346, 729051)","(0, 0, 0)","2022-11-22, 2023-02-22"
92390,"(550826, 1866589, 3688305)","(0, 0, 0)","2022-10-21, 2022-10-25, 2022-10-26, 2022-10-28, 2024-02-07"
93021,"(1475193, 2058004, 3897945)","(0, 0, 0)","2023-02-18, 2023-02-28, 2023-03-12, 2023-03-18, 2023-03-20, 2023-04-03, 2023-04-15"
93587,"(723212, 1177867, 1891073)","(1, 0, 0)","2022-10-25, 2023-07-03"
95760,"(723212, 3692575, 4366733)","(1, 0, 0)","2022-09-14, 2022-09-21"
46421,"(2428129, 3577785, 3948445)","(0, 0, 1)","2022-09-22, 2022-12-06"
46421,"(3039935, 3948445, 5017338)","(0, 1, 0)","2022-12-20, 2023-11-21"
71249,"(1736707, 2339353, 3674243)","(0, 0, 1)","2022-12-09, 2022-12-13"
79854,"(5179584, 5528769, 6055160)","(0, 0, 1)","2023-05-13, 2023-05-15"
79982,"(2593139, 2673674, 2999091)","(0, 0, 0)","2023-09-03, 2023-09-06"
88355,"(1404342, 1786483, 3933665)","(0, 0, 0)","2023-02-12, 2023-02-17"
88453,"(723212, 1471144, 4341808)","(1, 0, 0)","2022-09-15, 2022-09-20"
89841,"(3293067, 4243514, 4609021)","(0, 0, 1)","2022-12-16, 2023-03-18"
92408,"(723212, 4001783, 4639399)","(1, 0, 0)","2022-11-14, 2023-05-27"
92423,"(3944928, 4270369, 5043975)","(0, 1, 0)","2022-11-28, 2023-09-07"
93634,"(2728221, 4358540, 4398959)","(0, 0, 0)","2022-09-15, 2022-09-20, 2022-09-23"
96342,"(723212, 3938273, 4277411)","(1, 0, 0)","2022-09-15, 2022-09-16"
69609,"(607429, 3314733, 4960215)","(0, 0, 1)","2022-12-14, 2023-01-10"
80070,"(3299409, 4271376, 5406803)","(0, 1, 0)","2023-01-13, 2023-01-14"
96991,"(3167846, 4433345, 4433630)","(1, 0, 0)","2022-09-16, 2022-09-19"
97041,"(3621883, 4288395, 4435214)","(0, 0, 1)","2022-09-16, 2022-09-18"
29882,"(723212, 963095, 4475235)","(1, 0, 0)","2022-09-17, 2022-09-18"
60904,"(5262051, 6055160, 6224497)","(0, 1, 0)","2023-05-12, 2023-05-30"
60904,"(5262051, 6055160, 7178378)","(0, 1, 0)","2023-09-18, 2023-10-20, 2023-10-27, 2023-12-17"
70754,"(2913698, 3558652, 5066619)","(0, 0, 1)","2023-06-12, 2023-07-17"
70754,"(2217731, 2913698, 5066619)","(0, 0, 1)","2023-06-13, 2023-07-08, 2023-07-10"
88881,"(3959210, 6407966, 6590204)","(0, 1, 0)","2023-07-08, 2023-07-15"
94566,"(723212, 1144689, 3302752)","(1, 0, 0)","2022-09-17, 2022-11-19"
97356,"(723212, 4447010, 4447237)","(1, 0, 0)","2022-09-17, 2022-09-18"
91736,"(4267928, 4969046, 5075047)","(1, 1, 0)","2022-12-07, 2022-12-09"
92648,"(195719, 764044, 1362192)","(0, 0, 0)","2023-01-31, 2023-09-17"
92648,"(756779, 764044, 5472667)","(0, 0, 0)","2023-04-11, 2023-04-27"
92648,"(195719, 756779, 764044)","(0, 0, 0)","2023-09-22, 2023-10-03, 2023-10-16, 2023-10-23, 2023-10-28, 2023-10-30, 2023-11-08"
92686,"(883928, 978798, 1110932)","(0, 0, 0)","2022-11-02, 2022-11-06"
98158,"(3414684, 4490227, 4495148)","(0, 0, 0)","2022-09-18, 2022-09-19"
40038,"(4040332, 6055160, 6756594)","(0, 1, 0)","2024-01-07, 2024-01-08"
98768,"(723212, 1031931, 4512382)","(1, 0, 0)","2022-09-19, 2022-09-20"
96437,"(723212, 3487038, 4277137)","(1, 0, 0)","2022-09-26, 2023-02-08"
96437,"(723212, 979170, 4277137)","(1, 0, 0)","2023-01-01, 2023-01-02"
96437,"(449921, 723212, 4277137)","(0, 1, 0)","2023-01-28, 2023-01-30"
96798,"(4419393, 4419408, 4419416)","(0, 0, 0)","2022-09-20, 2022-09-23"
98238,"(830420, 1418251, 4491460)","(0, 0, 0)","2022-09-20, 2022-09-22"
99137,"(723212, 4277220, 4511987)","(1, 0, 0)","2022-09-20, 2022-09-21, 2024-01-12"
99589,"(723212, 741606, 3521555)","(1, 0, 0)","2022-09-20, 2022-09-25"
99643,"(723212, 745948, 4525197)","(1, 0, 0)","2022-09-20, 2024-01-16"
100092,"(723212, 808548, 5058795)","(1, 0, 0)","2023-01-18, 2023-03-21, 2023-04-21, 2023-09-04, 2023-09-13"
100092,"(723212, 5058795, 5531738)","(1, 0, 0)","2023-12-09, 2024-02-04"
100255,"(852366, 878230, 4540343)","(0, 0, 1)","2022-09-21, 2022-09-22"
35477,"(752667, 1776498, 4555385)","(0, 0, 1)","2022-09-22, 2022-09-23"
84366,"(723212, 4055148, 4277220)","(1, 0, 0)","2022-09-22, 2022-09-23"
91753,"(2681571, 4268061, 4273219)","(0, 1, 1)","2023-02-12, 2023-07-12, 2023-09-05"
91753,"(4273219, 4626191, 6180889)","(1, 1, 0)","2023-04-04, 2023-04-15"
91753,"(864641, 4273219, 6408715)","(0, 1, 1)","2023-06-23, 2023-06-24"
94975,"(723212, 3407813, 4349394)","(1, 0, 0)","2022-10-23, 2023-01-02"
97485,"(723212, 3407813, 4349394)","(1, 0, 0)","2022-11-21, 2023-01-31"
100510,"(1376102, 4545525, 4545526)","(1, 0, 0)","2022-09-22, 2022-09-25"
100631,"(723212, 1012490, 4525197)","(1, 0, 0)","2022-09-22, 2024-01-16"
58116,"(723212, 792408, 4277220)","(1, 0, 0)","2022-09-23, 2024-01-13"
59648,"(1794753, 3405466, 4235044)","(0, 0, 1)","2022-09-23, 2022-09-25"
77829,"(5063792, 5604474, 6842933)","(0, 0, 1)","2024-03-15, 2024-03-22"
85068,"(723212, 1652420, 5534961)","(1, 0, 0)","2023-01-28, 2023-01-30"
85068,"(478154, 1652420, 5534961)","(0, 0, 0)","2023-01-31, 2023-02-14"
88379,"(723212, 1488355, 4175652)","(1, 0, 0)","2022-09-23, 2022-09-25"
91857,"(4283456, 4563292, 4962245)","(1, 0, 1)","2022-11-28, 2022-11-29"
36120,"(914167, 2855596, 3181491)","(0, 0, 0)","2023-10-15, 2023-11-23"
45847,"(723212, 1401879, 4645225)","(1, 0, 0)","2022-11-08, 2023-10-14"
91601,"(3890894, 3937317, 4255285)","(0, 0, 0)","2022-11-28, 2022-11-29"
94234,"(723212, 3285349, 4583139)","(1, 0, 0)","2023-01-01, 2023-01-08, 2023-01-16"
100939,"(723212, 823645, 3815377)","(1, 0, 0)","2022-09-25, 2023-01-07"
78128,"(1736554, 2705849, 3962646)","(0, 0, 1)","2022-11-27, 2022-12-02"
79826,"(5956407, 6923740, 7062626)","(1, 1, 1)","2023-08-22, 2023-08-25"
93407,"(723212, 1385610, 4310062)","(1, 0, 0)","2022-09-26, 2024-02-02"
97544,"(3932009, 4461956, 5564761)","(1, 0, 0)","2023-02-01, 2023-02-03, 2023-03-25"
28226,"(1250877, 2433488, 2561037)","(0, 0, 1)","2024-02-29, 2024-03-02"
63927,"(2120262, 3531163, 6232676)","(0, 1, 1)","2023-06-02, 2023-06-06"
92336,"(1394442, 4958588, 6055160)","(0, 0, 1)","2023-06-07, 2023-06-12"
51607,"(878599, 1661515, 3184551)","(0, 0, 0)","2022-10-17, 2022-11-12"
51607,"(878599, 2894200, 3184551)","(0, 0, 0)","2022-12-27, 2022-12-31"
74131,"(1321344, 2360168, 3537128)","(0, 0, 0)","2023-03-16, 2023-06-13, 2023-06-14, 2023-06-15"
75615,"(723212, 3663528, 3789551)","(1, 0, 0)","2022-10-15, 2022-10-16"
83726,"(2781968, 4039196, 6824429)","(0, 0, 0)","2023-07-13, 2023-07-15"
98462,"(1059990, 4097898, 4496652)","(0, 0, 0)","2022-10-25, 2022-10-30"
103968,"(3932009, 4137944, 4611192)","(1, 0, 0)","2022-10-16, 2022-12-24"
104439,"(723212, 814105, 960269)","(1, 0, 0)","2022-10-15, 2023-01-13, 2023-01-27"
69193,"(3016775, 3536205, 5481825)","(0, 0, 1)","2023-02-11, 2023-08-10"
92514,"(5269652, 6267911, 7264349)","(0, 0, 0)","2023-10-01, 2023-10-02"
103690,"(682467, 723212, 1381625)","(0, 1, 0)","2022-10-17, 2022-10-18"
104041,"(723212, 1628787, 2879551)","(1, 0, 0)","2022-10-28, 2023-02-17"
104185,"(167824, 4615500, 4615501)","(0, 1, 1)","2022-10-26, 2022-11-20, 2022-12-12"
104185,"(1379303, 4615500, 4615501)","(0, 1, 1)","2022-11-01, 2022-11-28, 2022-11-29, 2022-12-01, 2022-12-02"
104185,"(6205, 4615500, 4615501)","(0, 1, 1)","2022-11-21, 2022-12-04, 2023-01-09"
104185,"(1362725, 4615500, 4615501)","(0, 1, 1)","2022-11-27, 2023-06-29"
104185,"(175257, 4615500, 4615501)","(0, 1, 1)","2023-02-01, 2023-05-29, 2023-07-18, 2023-07-30"
104185,"(63839, 4615500, 4615501)","(0, 1, 1)","2023-03-08, 2023-10-12"
104185,"(74322, 4615500, 4615501)","(0, 1, 1)","2023-04-11, 2023-04-25, 2023-06-19, 2023-12-29"
104185,"(2377809, 4615500, 4615501)","(0, 1, 1)","2023-04-29, 2023-05-02"
104185,"(466636, 4615500, 4615501)","(0, 1, 1)","2023-05-14, 2023-05-30"
104185,"(1109194, 4615500, 4615501)","(1, 1, 1)","2023-06-25, 2023-08-06, 2023-12-14"
86679,"(723212, 3407813, 4609372)","(1, 0, 0)","2022-10-17, 2023-05-26"
105005,"(723212, 1177867, 1891073)","(1, 0, 0)","2022-10-17, 2022-10-27"
105005,"(723212, 2190473, 4675703)","(1, 0, 0)","2022-12-23, 2023-04-26"
105143,"(723212, 1631574, 3735231)","(1, 0, 0)","2022-12-30, 2023-01-31"
105395,"(723212, 976766, 4641219)","(1, 0, 0)","2022-10-17, 2022-10-27"
65546,"(1048891, 3839327, 4365647)","(0, 0, 1)","2022-10-18, 2022-10-26"
91509,"(3826699, 4271430, 4643329)","(0, 0, 0)","2022-10-18, 2022-10-25"
96587,"(723212, 3940533, 4335750)","(1, 1, 0)","2023-01-15, 2023-01-19"
104290,"(723212, 1652499, 4027689)","(1, 0, 0)","2022-10-27, 2022-10-28"
106089,"(4659073, 4659418, 4660545)","(0, 0, 1)","2022-10-18, 2022-11-24"
106089,"(4660545, 5236502, 5319815)","(1, 0, 0)","2023-01-03, 2023-01-17"
